,GoodCustomer,Gender,ForeignWorker,Single,Age,LoanDuration,PurposeOfLoan,LoanAmount,LoanRateAsPercentOfIncome,YearsAtCurrentHome,NumberOfOtherLoansAtBank,NumberOfLiableIndividuals,HasTelephone,CheckingAccountBalance_geq_0,CheckingAccountBalance_geq_200,SavingsAccountBalance_geq_100,SavingsAccountBalance_geq_500,MissedPayments,NoCurrentLoan,CriticalAccountOrLoansElsewhere,OtherLoansAtBank,OtherLoansAtStore,HasCoapplicant,HasGuarantor,OwnsHouse,RentsHouse,Unemployed,YearsAtCurrentJob_lt_1,YearsAtCurrentJob_geq_4,JobClassIsSkilled
199,-1,Male,0,0,36,4,Other,2725,2,4,2,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,1
200,0,Female,0,0,19,11,NewCar,1604,2,4,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1
201,0,Male,0,1,44,31,Furniture,8720,1,2,2,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
202,0,Male,0,1,28,25,Business,6687,4,3,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
203,1,Male,0,1,34,9,Electronics,3535,1,2,2,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1
204,1,Female,0,0,36,44,NewCar,7828,2,4,1,1,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1
205,0,Male,0,1,33,47,UsedCar,8968,4,4,4,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,1
206,-1,Male,0,1,25,30,Furniture,4453,4,4,1,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1
207,0,Male,0,1,64,19,NewCar,4893,3,2,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
208,1,Male,0,0,37,11,Furniture,1023,2,4,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
209,1,Male,0,1,21,27,Electronics,5632,2,3,4,2,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1
210,0,Female,0,1,21,23,NewCar,3758,3,2,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
211,0,Male,0,0,28,15,NewCar,1523,2,4,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
212,0,Female,0,0,59,19,Electronics,912,4,2,2,1,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,1
213,-1,Male,0,1,27,25,Retraining,5178,2,4,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
214,-1,Female,0,0,39,30,Furniture,4799,2,2,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
215,1,Male,0,0,23,18,Furniture,2006,4,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1
216,1,Male,0,0,41,10,NewCar,1586,4,1,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
217,0,Male,0,1,23,4,Electronics,250,4,3,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
218,1,Female,0,0,22,30,NewCar,3647,4,4,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
219,0,Male,0,0,24,18,NewCar,250,4,4,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0
220,1,Male,0,1,34,30,NewCar,2524,4,4,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1
221,-1,Male,0,0,37,17,NewCar,4265,2,3,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1
222,0,Male,0,1,37,37,Furniture,4294,4,4,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1
223,1,Female,0,0,31,23,Furniture,4382,2,2,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
224,0,Male,0,1,36,16,HomeAppliances,5334,3,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
225,0,Male,0,1,32,42,Furniture,3374,2,3,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
226,0,Male,1,1,19,33,Furniture,8266,4,4,1,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
227,1,Male,0,0,33,29,Furniture,5932,3,4,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
228,1,Male,0,1,23,25,Furniture,7353,2,4,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
229,0,Male,0,0,37,5,NewCar,250,3,4,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
230,0,Male,0,0,21,31,NewCar,5383,4,2,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1
231,-1,Female,0,1,35,21,Furniture,3067,4,2,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
232,0,Female,0,1,50,54,Electronics,6942,4,3,2,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1
233,-1,Male,0,0,27,11,Electronics,250,4,3,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
234,-1,Female,0,0,33,12,Furniture,3601,2,4,2,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
235,1,Male,0,1,28,31,Furniture,6886,3,2,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1
236,1,Male,0,1,32,21,UsedCar,4859,2,3,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1
237,-1,Male,0,0,28,24,NewCar,3423,4,4,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
238,0,Male,0,0,24,16,Furniture,979,4,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
239,0,Male,0,1,26,29,NewCar,5619,4,2,2,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1
240,-1,Female,0,0,41,47,Electronics,5088,4,2,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1
241,0,Male,0,1,52,53,UsedCar,12592,3,3,2,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1
242,1,Male,0,0,38,21,Electronics,851,2,4,1,1,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,1
243,0,Female,0,1,34,38,NewCar,4731,4,4,2,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
244,1,Male,0,1,40,37,Furniture,6211,4,2,1,2,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1
245,1,Male,0,1,44,24,NewCar,4769,4,2,2,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1
246,-1,Male,0,0,27,42,Furniture,3897,4,4,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
247,-1,Male,0,0,19,36,NewCar,3427,2,1,1,2,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1
248,0,Male,0,1,42,18,Electronics,1378,4,4,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1
249,0,Male,0,1,53,49,Electronics,6467,4,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1
250,-1,Male,0,0,31,29,NewCar,2913,2,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
251,1,Female,0,0,41,12,Retraining,2977,4,1,1,1,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
252,-1,Male,0,1,21,24,Furniture,2912,4,4,1,2,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1
253,1,Male,0,0,26,35,Electronics,5657,2,4,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
254,1,Male,0,1,59,11,NewCar,250,2,4,2,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1
255,-1,Male,0,1,24,10,Furniture,4620,2,2,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1
256,-1,Male,0,0,31,27,Furniture,4398,2,3,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
257,1,Male,0,1,42,22,UsedCar,4435,2,2,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1
258,1,Male,0,1,20,4,Electronics,1129,2,2,4,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
259,0,Male,0,1,30,19,UsedCar,2688,4,2,2,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1
260,-1,Male,0,1,32,11,UsedCar,2755,1,3,2,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
261,1,Female,0,0,31,6,NewCar,534,4,4,1,2,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1
262,0,Male,0,1,54,23,Repairs,3096,4,4,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
263,-1,Male,0,1,36,30,Furniture,5549,2,2,1,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1
264,1,Male,0,1,39,44,NewCar,10188,4,2,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
265,1,Male,0,1,26,4,NewCar,1839,3,2,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
266,-1,Male,0,1,28,8,Furniture,724,2,4,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1
267,-1,Female,0,0,27,25,Electronics,2223,2,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
268,1,Male,0,1,52,4,Electronics,1709,3,4,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
269,0,Female,0,0,26,31,NewCar,4541,2,3,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
270,1,Male,0,1,40,10,NewCar,3967,4,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
271,-1,Male,0,1,49,19,UsedCar,4229,2,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
272,-1,Female,0,0,36,18,Furniture,3778,3,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
273,0,Male,0,1,42,35,Business,5773,4,4,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1
274,1,Male,0,0,24,31,Business,6076,2,4,2,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
275,1,Male,0,1,23,54,Electronics,8572,2,2,1,2,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1
276,0,Male,0,0,30,18,Furniture,5006,4,2,1,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1
277,1,Male,0,1,54,4,NewCar,1304,3,4,1,1,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,1,1
278,1,Male,0,1,46,37,UsedCar,3365,4,4,1,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,1
279,0,Male,0,1,32,5,NewCar,250,4,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1
280,-1,Male,0,0,19,34,Electronics,7667,2,4,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
281,-1,Male,0,1,27,20,Furniture,6292,4,4,1,2,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
282,1,Male,0,1,29,17,UsedCar,250,4,3,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1
283,1,Female,0,0,25,21,Furniture,6267,1,2,1,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
284,0,Female,0,1,36,14,Electronics,1662,4,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
285,1,Male,0,1,32,12,Education,1704,4,2,2,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
286,1,Female,0,0,44,30,UsedCar,5295,2,2,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
287,1,Male,0,0,50,42,Furniture,3973,2,4,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
288,0,Male,0,1,25,33,Electronics,7028,4,4,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
289,1,Male,0,0,26,27,Furniture,3044,2,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,1
290,0,Male,0,0,46,43,Business,9666,2,2,2,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
291,-1,Female,0,0,25,24,UsedCar,5218,4,1,2,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
292,1,Male,0,0,34,17,Electronics,367,2,4,2,1,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1
293,1,Male,0,1,45,23,NewCar,2761,4,4,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1
294,0,Male,0,1,36,4,Electronics,1830,1,2,2,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
295,0,Male,0,0,43,20,NewCar,2364,3,4,2,1,1,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
296,0,Male,0,0,30,29,Retraining,3253,2,4,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1
297,-1,Female,0,0,43,26,Furniture,3463,2,2,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
298,0,Male,0,1,28,30,Retraining,9801,3,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
299,0,Female,0,0,30,6,Furniture,250,2,2,2,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1
300,0,Male,0,1,43,17,Furniture,2915,4,4,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1
301,1,Male,0,1,30,17,Furniture,3005,2,2,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
302,0,Male,0,1,25,28,UsedCar,8384,2,4,2,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
303,1,Female,0,0,22,9,Furniture,5010,1,4,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
304,1,Male,0,1,39,17,Electronics,5188,4,4,2,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
305,0,Male,0,1,19,31,Retraining,7872,4,1,2,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
306,1,Male,0,1,19,18,NewCar,5081,4,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
307,1,Male,0,1,30,18,Furniture,5750,3,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
308,0,Male,0,1,73,23,NewCar,7218,4,2,2,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1
309,1,Male,0,0,30,5,NewCar,2176,1,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
310,-1,Female,0,0,19,25,NewCar,894,4,4,1,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1
311,0,Male,0,1,27,6,Furniture,1219,4,4,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0
312,0,Male,0,1,29,16,Electronics,250,4,2,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
313,1,Male,0,0,27,11,Electronics,250,4,4,2,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
314,1,Male,0,1,40,20,Electronics,3283,4,2,1,2,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1
315,0,Male,0,1,31,34,NewCar,6409,4,3,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0
316,1,Male,0,1,35,14,NewCar,5159,2,2,1,2,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
317,-1,Male,0,1,19,18,Furniture,4179,4,4,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
318,0,Male,0,1,39,50,NewCar,4686,4,1,1,2,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
319,-1,Male,0,0,33,35,Electronics,9222,3,2,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
320,0,Female,0,0,19,13,Electronics,1702,3,2,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1
321,0,Male,0,1,31,29,Electronics,6924,2,3,2,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0
322,0,Male,0,1,26,30,Furniture,6373,3,2,1,2,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
323,0,Male,0,1,57,11,Furniture,3028,4,2,1,2,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0
324,0,Female,0,0,53,24,Furniture,4251,4,4,1,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1
325,1,Male,0,0,28,39,Furniture,5219,4,3,4,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1
326,1,Male,0,1,48,21,UsedCar,2271,2,2,2,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
327,0,Female,0,0,26,8,NewCar,250,2,3,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
328,1,Male,0,0,48,5,Furniture,1721,4,2,1,2,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1
329,-1,Female,0,0,34,27,UsedCar,1906,4,4,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
330,0,Male,0,1,28,11,Furniture,600,4,2,1,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1
331,1,Male,0,1,37,20,Electronics,250,4,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
332,1,Male,0,1,37,20,Retraining,3194,4,4,2,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1
333,1,Male,0,1,33,4,Furniture,250,2,2,2,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1
334,0,Female,0,1,25,35,Furniture,2529,4,4,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
335,1,Male,0,1,37,29,Electronics,6022,4,2,2,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1
336,1,Male,0,0,32,17,Electronics,2155,2,4,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
337,0,Male,0,1,50,25,HomeAppliances,5085,1,2,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1
338,1,Male,0,1,58,4,Electronics,325,4,3,1,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1
339,-1,Male,0,1,44,4,UsedCar,250,4,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
340,0,Male,0,0,58,24,UsedCar,2145,4,2,2,1,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,1
341,0,Male,0,1,46,21,NewCar,4252,4,2,2,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1
342,-1,Female,0,0,19,50,Furniture,6366,2,1,2,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1
343,-1,Female,0,0,32,22,UsedCar,4533,1,2,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
344,-1,Female,0,0,51,32,Retraining,6822,2,4,1,1,1,1,0,1,1,1,0,0,0,0,0,0,1,1,0,0,1,1
345,-1,Male,0,1,24,34,Business,4081,4,2,1,1,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
346,0,Female,0,0,37,4,NewCar,701,2,2,1,1,1,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,1,1
347,0,Female,0,0,34,23,Furniture,2857,2,4,2,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
348,-1,Male,0,1,19,28,Electronics,4783,3,2,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
349,0,Male,0,1,44,26,NewCar,6227,4,4,2,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1
350,1,Male,0,1,19,9,Electronics,250,4,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1
351,0,Male,0,0,51,4,Education,2145,1,4,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
352,0,Female,0,0,29,29,Electronics,1323,4,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
353,-1,Male,0,0,34,23,Education,7704,1,2,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
354,1,Female,0,0,40,25,Retraining,3307,4,4,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1
355,-1,Male,0,0,36,21,Education,2741,4,4,1,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1
356,-1,Male,0,1,30,26,Business,8449,1,4,2,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
357,1,Male,0,1,48,20,Electronics,2437,1,4,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1
358,0,Female,0,0,44,28,Furniture,3680,4,4,1,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
359,1,Male,0,1,61,9,NewCar,4177,4,4,2,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1
360,1,Male,0,0,41,21,Furniture,1671,2,2,2,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1
361,1,Male,0,0,61,7,Education,2103,4,2,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1
362,-1,Male,0,1,64,35,Furniture,5916,4,4,4,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1
363,0,Male,0,0,47,24,NewCar,2302,4,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
364,1,Male,0,1,41,41,NewCar,5755,4,4,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1
365,1,Male,0,1,46,15,Electronics,1740,4,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
366,0,Male,0,0,25,42,NewCar,3705,4,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1
367,-1,Female,0,1,44,26,Furniture,6671,1,4,1,1,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
368,1,Male,0,1,29,6,Electronics,256,4,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
369,0,Male,0,0,41,38,NewCar,9717,3,4,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
370,1,Male,0,1,55,17,NewCar,250,2,2,1,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,1
371,0,Male,0,1,50,15,Business,7178,4,2,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
372,0,Male,0,1,60,29,Education,5863,2,4,1,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1
373,-1,Male,0,0,20,20,NewCar,3237,4,3,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1
374,0,Male,0,0,23,5,Furniture,1040,4,4,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1
375,1,Male,0,1,39,35,Retraining,4516,4,4,2,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1
376,1,Male,0,0,50,4,Electronics,1111,1,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1
377,0,Male,0,1,37,11,Business,3391,4,4,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
378,1,Male,0,1,42,45,Education,8329,2,2,1,1,1,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1
379,-1,Male,0,0,43,33,Furniture,4577,4,4,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
380,1,Male,0,1,56,30,Furniture,5641,4,4,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
381,1,Male,0,1,58,4,Furniture,2010,3,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
382,1,Male,0,1,20,11,Furniture,250,4,2,1,1,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,1
383,1,Female,0,0,19,11,NewCar,250,2,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1
384,1,Male,0,1,47,19,NewCar,3879,2,3,2,2,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1
385,0,Male,0,1,52,22,Electronics,2876,4,2,1,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1
386,1,Female,0,1,41,18,UsedCar,2709,2,4,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
387,0,Male,0,1,31,25,NewCar,1810,2,2,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
388,1,Female,0,1,34,17,NewCar,275,4,4,2,2,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1
389,0,Male,0,0,27,7,NewCar,250,4,2,2,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
390,1,Male,0,1,49,26,Electronics,1340,4,2,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
391,-1,Male,0,0,38,18,Electronics,2048,4,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
392,0,Male,0,1,47,38,Retraining,7990,2,4,4,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1
393,-1,Female,0,0,19,32,UsedCar,1368,4,4,2,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
394,0,Male,0,1,46,22,Electronics,4437,4,2,2,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
395,0,Male,0,1,43,14,NewCar,4631,2,2,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
396,0,Male,0,1,23,24,NewCar,2015,4,2,2,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1
397,1,Male,0,1,44,19,Furniture,944,4,2,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1
398,-1,Male,0,1,39,7,NewCar,625,4,2,2,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1
399,0,Female,0,0,26,41,NewCar,3202,2,4,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1
400,0,Male,0,1,37,20,UsedCar,4761,4,2,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
401,0,Male,0,1,48,18,Electronics,2463,4,2,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
402,1,Male,0,1,40,29,Business,3394,4,4,1,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1
